qac_root_join_key	qac_root	occurrence_count	surah_count	root_ids	branch_gap_count	branches_without_qnet_nodes	pos_counts	examples
فرد	ف ر د	5	4	root_001141	1	root_001141:B005	"{""N"": 5}"	"[{""root_join_key"": ""فرد"", ""surah"": 6, ""ayah"": 94, ""word_index"": 3, ""surface_ar"": ""فُرَٰدَىٰ"", ""root_ar"": ""ف ر د"", ""pos"": ""N""}, {""root_join_key"": ""فرد"", ""surah"": 19, ""ayah"": 80, ""word_index"": 5, ""surface_ar"": ""فَرْدًا"", ""root_ar"": ""ف ر د"", ""pos"": ""N""}, {""root_join_key"": ""فرد"", ""surah"": 19, ""ayah"": 95, ""word_index"": 5, ""surface_ar"": ""فَرْدًا"", ""root_ar"": ""ف ر د"", ""pos"": ""N""}, {""root_join_key"": ""فرد"", ""surah"": 21, ""ayah"": 89, ""word_index"": 8, ""surface_ar"": ""فَرْدًا"", ""root_ar"": ""ف ر د"", ""pos"": ""N""}, {""root_join_key"": ""فرد"", ""surah"": 34, ""ayah"": 46, ""word_index"": 9, ""surface_ar"": ""فُرَٰدَىٰ"", ""root_ar"": ""ف ر د"", ""pos"": ""N""}]"
قرع	ق ر ع	5	3	root_001219	1	root_001219:B005	"{""N"": 5}"	"[{""root_join_key"": ""قرع"", ""surah"": 13, ""ayah"": 31, ""word_index"": 37, ""surface_ar"": ""قَارِعَةٌ"", ""root_ar"": ""ق ر ع"", ""pos"": ""N""}, {""root_join_key"": ""قرع"", ""surah"": 69, ""ayah"": 4, ""word_index"": 4, ""surface_ar"": ""قَارِعَةِ"", ""root_ar"": ""ق ر ع"", ""pos"": ""N""}, {""root_join_key"": ""قرع"", ""surah"": 101, ""ayah"": 1, ""word_index"": 1, ""surface_ar"": ""قَارِعَةُ"", ""root_ar"": ""ق ر ع"", ""pos"": ""N""}, {""root_join_key"": ""قرع"", ""surah"": 101, ""ayah"": 2, ""word_index"": 2, ""surface_ar"": ""قَارِعَةُ"", ""root_ar"": ""ق ر ع"", ""pos"": ""N""}, {""root_join_key"": ""قرع"", ""surah"": 101, ""ayah"": 3, ""word_index"": 4, ""surface_ar"": ""قَارِعَةُ"", ""root_ar"": ""ق ر ع"", ""pos"": ""N""}]"
قفو	ق ف و	5	4	root_001247	1	root_001247:B010	"{""V"": 5}"	"[{""root_join_key"": ""قفو"", ""surah"": 2, ""ayah"": 87, ""word_index"": 5, ""surface_ar"": ""قَفَّيْ"", ""root_ar"": ""ق ف و"", ""pos"": ""V""}, {""root_join_key"": ""قفو"", ""surah"": 5, ""ayah"": 46, ""word_index"": 1, ""surface_ar"": ""قَفَّيْ"", ""root_ar"": ""ق ف و"", ""pos"": ""V""}, {""root_join_key"": ""قفو"", ""surah"": 17, ""ayah"": 36, ""word_index"": 2, ""surface_ar"": ""تَقْفُ"", ""root_ar"": ""ق ف و"", ""pos"": ""V""}, {""root_join_key"": ""قفو"", ""surah"": 57, ""ayah"": 27, ""word_index"": 2, ""surface_ar"": ""قَفَّيْ"", ""root_ar"": ""ق ف و"", ""pos"": ""V""}, {""root_join_key"": ""قفو"", ""surah"": 57, ""ayah"": 27, ""word_index"": 6, ""surface_ar"": ""قَفَّيْ"", ""root_ar"": ""ق ف و"", ""pos"": ""V""}]"
كسف	ك س ف	5	5	root_001298	1	root_001298:B005	"{""N"": 5}"	"[{""root_join_key"": ""كسف"", ""surah"": 17, ""ayah"": 92, ""word_index"": 7, ""surface_ar"": ""كِسَفًا"", ""root_ar"": ""ك س ف"", ""pos"": ""N""}, {""root_join_key"": ""كسف"", ""surah"": 26, ""ayah"": 187, ""word_index"": 3, ""surface_ar"": ""كِسَفًا"", ""root_ar"": ""ك س ف"", ""pos"": ""N""}, {""root_join_key"": ""كسف"", ""surah"": 30, ""ayah"": 48, ""word_index"": 13, ""surface_ar"": ""كِسَفًا"", ""root_ar"": ""ك س ف"", ""pos"": ""N""}, {""root_join_key"": ""كسف"", ""surah"": 34, ""ayah"": 9, ""word_index"": 20, ""surface_ar"": ""كِسَفًا"", ""root_ar"": ""ك س ف"", ""pos"": ""N""}, {""root_join_key"": ""كسف"", ""surah"": 52, ""ayah"": 44, ""word_index"": 3, ""surface_ar"": ""كِسْفًا"", ""root_ar"": ""ك س ف"", ""pos"": ""N""}]"
لزم	ل ز م	5	5	root_001354	1	root_001354:B003	"{""V"": 3, ""N"": 2}"	"[{""root_join_key"": ""لزم"", ""surah"": 11, ""ayah"": 28, ""word_index"": 16, ""surface_ar"": ""نُلْزِمُ"", ""root_ar"": ""ل ز م"", ""pos"": ""V""}, {""root_join_key"": ""لزم"", ""surah"": 17, ""ayah"": 13, ""word_index"": 3, ""surface_ar"": ""أَلْزَمْ"", ""root_ar"": ""ل ز م"", ""pos"": ""V""}, {""root_join_key"": ""لزم"", ""surah"": 20, ""ayah"": 129, ""word_index"": 7, ""surface_ar"": ""لِزَامًا"", ""root_ar"": ""ل ز م"", ""pos"": ""N""}, {""root_join_key"": ""لزم"", ""surah"": 25, ""ayah"": 77, ""word_index"": 12, ""surface_ar"": ""لِزَامًۢا"", ""root_ar"": ""ل ز م"", ""pos"": ""N""}, {""root_join_key"": ""لزم"", ""surah"": 48, ""ayah"": 26, ""word_index"": 17, ""surface_ar"": ""أَلْزَمَ"", ""root_ar"": ""ل ز م"", ""pos"": ""V""}]"
لمس	ل م س	5	5	root_001377	1	root_001377:B004	"{""V"": 5}"	"[{""root_join_key"": ""لمس"", ""surah"": 4, ""ayah"": 43, ""word_index"": 33, ""surface_ar"": ""لَٰمَسْ"", ""root_ar"": ""ل م س"", ""pos"": ""V""}, {""root_join_key"": ""لمس"", ""surah"": 5, ""ayah"": 6, ""word_index"": 35, ""surface_ar"": ""لَٰمَسْ"", ""root_ar"": ""ل م س"", ""pos"": ""V""}, {""root_join_key"": ""لمس"", ""surah"": 6, ""ayah"": 7, ""word_index"": 7, ""surface_ar"": ""لَمَسُ"", ""root_ar"": ""ل م س"", ""pos"": ""V""}, {""root_join_key"": ""لمس"", ""surah"": 57, ""ayah"": 13, ""word_index"": 14, ""surface_ar"": ""ٱلْتَمِسُ"", ""root_ar"": ""ل م س"", ""pos"": ""V""}, {""root_join_key"": ""لمس"", ""surah"": 72, ""ayah"": 8, ""word_index"": 2, ""surface_ar"": ""لَمَسْ"", ""root_ar"": ""ل م س"", ""pos"": ""V""}]"
لين	ل ي ن	5	5	root_001393	1	root_001393:B005	"{""V"": 3, ""ADJ"": 1, ""N"": 1}"	"[{""root_join_key"": ""لين"", ""surah"": 3, ""ayah"": 159, ""word_index"": 5, ""surface_ar"": ""لِن"", ""root_ar"": ""ل ي ن"", ""pos"": ""V""}, {""root_join_key"": ""لين"", ""surah"": 20, ""ayah"": 44, ""word_index"": 4, ""surface_ar"": ""لَّيِّنًا"", ""root_ar"": ""ل ي ن"", ""pos"": ""ADJ""}, {""root_join_key"": ""لين"", ""surah"": 34, ""ayah"": 10, ""word_index"": 10, ""surface_ar"": ""أَلَ"", ""root_ar"": ""ل ي ن"", ""pos"": ""V""}, {""root_join_key"": ""لين"", ""surah"": 39, ""ayah"": 23, ""word_index"": 15, ""surface_ar"": ""تَلِينُ"", ""root_ar"": ""ل ي ن"", ""pos"": ""V""}, {""root_join_key"": ""لين"", ""surah"": 59, ""ayah"": 5, ""word_index"": 4, ""surface_ar"": ""لِّينَةٍ"", ""root_ar"": ""ل ي ن"", ""pos"": ""N""}]"
نشز	ن ش ز	5	3	root_001504	1	root_001504:B003	"{""V"": 3, ""N"": 2}"	"[{""root_join_key"": ""نشز"", ""surah"": 2, ""ayah"": 259, ""word_index"": 53, ""surface_ar"": ""نُنشِزُ"", ""root_ar"": ""ن ش ز"", ""pos"": ""V""}, {""root_join_key"": ""نشز"", ""surah"": 4, ""ayah"": 34, ""word_index"": 24, ""surface_ar"": ""نُشُوزَ"", ""root_ar"": ""ن ش ز"", ""pos"": ""N""}, {""root_join_key"": ""نشز"", ""surah"": 4, ""ayah"": 128, ""word_index"": 6, ""surface_ar"": ""نُشُوزًا"", ""root_ar"": ""ن ش ز"", ""pos"": ""N""}, {""root_join_key"": ""نشز"", ""surah"": 58, ""ayah"": 11, ""word_index"": 16, ""surface_ar"": ""ٱنشُزُ"", ""root_ar"": ""ن ش ز"", ""pos"": ""V""}, {""root_join_key"": ""نشز"", ""surah"": 58, ""ayah"": 11, ""word_index"": 17, ""surface_ar"": ""ٱنشُزُ"", ""root_ar"": ""ن ش ز"", ""pos"": ""V""}]"
نكل	ن ك ل	5	5	root_001554	1	root_001554:B004	"{""N"": 5}"	"[{""root_join_key"": ""نكل"", ""surah"": 2, ""ayah"": 66, ""word_index"": 2, ""surface_ar"": ""نَكَٰلًا"", ""root_ar"": ""ن ك ل"", ""pos"": ""N""}, {""root_join_key"": ""نكل"", ""surah"": 4, ""ayah"": 84, ""word_index"": 22, ""surface_ar"": ""تَنكِيلًا"", ""root_ar"": ""ن ك ل"", ""pos"": ""N""}, {""root_join_key"": ""نكل"", ""surah"": 5, ""ayah"": 38, ""word_index"": 8, ""surface_ar"": ""نَكَٰلًا"", ""root_ar"": ""ن ك ل"", ""pos"": ""N""}, {""root_join_key"": ""نكل"", ""surah"": 73, ""ayah"": 12, ""word_index"": 3, ""surface_ar"": ""أَنكَالًا"", ""root_ar"": ""ن ك ل"", ""pos"": ""N""}, {""root_join_key"": ""نكل"", ""surah"": 79, ""ayah"": 25, ""word_index"": 3, ""surface_ar"": ""نَكَالَ"", ""root_ar"": ""ن ك ل"", ""pos"": ""N""}]"
بدع	ب د ع	4	4	root_000094	1	root_000094:B002	"{""N"": 3, ""V"": 1}"	"[{""root_join_key"": ""بدع"", ""surah"": 2, ""ayah"": 117, ""word_index"": 1, ""surface_ar"": ""بَدِيعُ"", ""root_ar"": ""ب د ع"", ""pos"": ""N""}, {""root_join_key"": ""بدع"", ""surah"": 6, ""ayah"": 101, ""word_index"": 1, ""surface_ar"": ""بَدِيعُ"", ""root_ar"": ""ب د ع"", ""pos"": ""N""}, {""root_join_key"": ""بدع"", ""surah"": 46, ""ayah"": 9, ""word_index"": 4, ""surface_ar"": ""بِدْعًا"", ""root_ar"": ""ب د ع"", ""pos"": ""N""}, {""root_join_key"": ""بدع"", ""surah"": 57, ""ayah"": 27, ""word_index"": 20, ""surface_ar"": ""ٱبْتَدَعُ"", ""root_ar"": ""ب د ع"", ""pos"": ""V""}]"
سجل	س ج ل	4	4	root_000677	1	root_000677:B005	"{""N"": 4}"	"[{""root_join_key"": ""سجل"", ""surah"": 11, ""ayah"": 82, ""word_index"": 11, ""surface_ar"": ""سِجِّيلٍ"", ""root_ar"": ""س ج ل"", ""pos"": ""N""}, {""root_join_key"": ""سجل"", ""surah"": 15, ""ayah"": 74, ""word_index"": 8, ""surface_ar"": ""سِجِّيلٍ"", ""root_ar"": ""س ج ل"", ""pos"": ""N""}, {""root_join_key"": ""سجل"", ""surah"": 21, ""ayah"": 104, ""word_index"": 5, ""surface_ar"": ""سِّجِلِّ"", ""root_ar"": ""س ج ل"", ""pos"": ""N""}, {""root_join_key"": ""سجل"", ""surah"": 105, ""ayah"": 4, ""word_index"": 4, ""surface_ar"": ""سِجِّيلٍ"", ""root_ar"": ""س ج ل"", ""pos"": ""N""}]"
سخط	س خ ط	4	4	root_000686	1	root_000686:B002	"{""V"": 3, ""N"": 1}"	"[{""root_join_key"": ""سخط"", ""surah"": 3, ""ayah"": 162, ""word_index"": 7, ""surface_ar"": ""سَخَطٍ"", ""root_ar"": ""س خ ط"", ""pos"": ""N""}, {""root_join_key"": ""سخط"", ""surah"": 5, ""ayah"": 80, ""word_index"": 13, ""surface_ar"": ""سَخِطَ"", ""root_ar"": ""س خ ط"", ""pos"": ""V""}, {""root_join_key"": ""سخط"", ""surah"": 9, ""ayah"": 58, ""word_index"": 16, ""surface_ar"": ""يَسْخَطُ"", ""root_ar"": ""س خ ط"", ""pos"": ""V""}, {""root_join_key"": ""سخط"", ""surah"": 47, ""ayah"": 28, ""word_index"": 5, ""surface_ar"": ""أَسْخَطَ"", ""root_ar"": ""س خ ط"", ""pos"": ""V""}]"
سدر	س د ر	4	3	root_000688	1	root_000688:B001	"{""N"": 4}"	"[{""root_join_key"": ""سدر"", ""surah"": 34, ""ayah"": 16, ""word_index"": 15, ""surface_ar"": ""سِدْرٍ"", ""root_ar"": ""س د ر"", ""pos"": ""N""}, {""root_join_key"": ""سدر"", ""surah"": 53, ""ayah"": 14, ""word_index"": 2, ""surface_ar"": ""سِدْرَةِ"", ""root_ar"": ""س د ر"", ""pos"": ""N""}, {""root_join_key"": ""سدر"", ""surah"": 53, ""ayah"": 16, ""word_index"": 3, ""surface_ar"": ""سِّدْرَةَ"", ""root_ar"": ""س د ر"", ""pos"": ""N""}, {""root_join_key"": ""سدر"", ""surah"": 56, ""ayah"": 28, ""word_index"": 2, ""surface_ar"": ""سِدْرٍ"", ""root_ar"": ""س د ر"", ""pos"": ""N""}]"
صلصل	ص ل ص ل	4	2	root_000878	1	root_000878:B006	"{""N"": 4}"	"[{""root_join_key"": ""صلصل"", ""surah"": 15, ""ayah"": 26, ""word_index"": 5, ""surface_ar"": ""صَلْصَٰلٍ"", ""root_ar"": ""ص ل ص ل"", ""pos"": ""N""}, {""root_join_key"": ""صلصل"", ""surah"": 15, ""ayah"": 28, ""word_index"": 9, ""surface_ar"": ""صَلْصَٰلٍ"", ""root_ar"": ""ص ل ص ل"", ""pos"": ""N""}, {""root_join_key"": ""صلصل"", ""surah"": 15, ""ayah"": 33, ""word_index"": 8, ""surface_ar"": ""صَلْصَٰلٍ"", ""root_ar"": ""ص ل ص ل"", ""pos"": ""N""}, {""root_join_key"": ""صلصل"", ""surah"": 55, ""ayah"": 14, ""word_index"": 4, ""surface_ar"": ""صَلْصَٰلٍ"", ""root_ar"": ""ص ل ص ل"", ""pos"": ""N""}]"
طبق	ط ب ق	4	3	root_000927	1	root_000927:B011	"{""ADJ"": 2, ""N"": 2}"	"[{""root_join_key"": ""طبق"", ""surah"": 67, ""ayah"": 3, ""word_index"": 5, ""surface_ar"": ""طِبَاقًا"", ""root_ar"": ""ط ب ق"", ""pos"": ""ADJ""}, {""root_join_key"": ""طبق"", ""surah"": 71, ""ayah"": 15, ""word_index"": 8, ""surface_ar"": ""طِبَاقًا"", ""root_ar"": ""ط ب ق"", ""pos"": ""ADJ""}, {""root_join_key"": ""طبق"", ""surah"": 84, ""ayah"": 19, ""word_index"": 2, ""surface_ar"": ""طَبَقًا"", ""root_ar"": ""ط ب ق"", ""pos"": ""N""}, {""root_join_key"": ""طبق"", ""surah"": 84, ""ayah"": 19, ""word_index"": 4, ""surface_ar"": ""طَبَقٍ"", ""root_ar"": ""ط ب ق"", ""pos"": ""N""}]"
عقم	ع ق م	4	3	root_001037	2	root_001037:B007,root_001037:B009	"{""ADJ"": 3, ""N"": 1}"	"[{""root_join_key"": ""عقم"", ""surah"": 22, ""ayah"": 55, ""word_index"": 16, ""surface_ar"": ""عَقِيمٍ"", ""root_ar"": ""ع ق م"", ""pos"": ""ADJ""}, {""root_join_key"": ""عقم"", ""surah"": 42, ""ayah"": 50, ""word_index"": 8, ""surface_ar"": ""عَقِيمًا"", ""root_ar"": ""ع ق م"", ""pos"": ""N""}, {""root_join_key"": ""عقم"", ""surah"": 51, ""ayah"": 29, ""word_index"": 9, ""surface_ar"": ""عَقِيمٌ"", ""root_ar"": ""ع ق م"", ""pos"": ""ADJ""}, {""root_join_key"": ""عقم"", ""surah"": 51, ""ayah"": 41, ""word_index"": 7, ""surface_ar"": ""عَقِيمَ"", ""root_ar"": ""ع ق م"", ""pos"": ""ADJ""}]"
غسق	غ س ق	4	4	root_001086	1	root_001086:B002	"{""N"": 4}"	"[{""root_join_key"": ""غسق"", ""surah"": 17, ""ayah"": 78, ""word_index"": 6, ""surface_ar"": ""غَسَقِ"", ""root_ar"": ""غ س ق"", ""pos"": ""N""}, {""root_join_key"": ""غسق"", ""surah"": 38, ""ayah"": 57, ""word_index"": 4, ""surface_ar"": ""غَسَّاقٌ"", ""root_ar"": ""غ س ق"", ""pos"": ""N""}, {""root_join_key"": ""غسق"", ""surah"": 78, ""ayah"": 25, ""word_index"": 3, ""surface_ar"": ""غَسَّاقًا"", ""root_ar"": ""غ س ق"", ""pos"": ""N""}, {""root_join_key"": ""غسق"", ""surah"": 113, ""ayah"": 3, ""word_index"": 3, ""surface_ar"": ""غَاسِقٍ"", ""root_ar"": ""غ س ق"", ""pos"": ""N""}]"
غسل	غ س ل	4	4	root_001087	1	root_001087:B004	"{""N"": 2, ""V"": 2}"	"[{""root_join_key"": ""غسل"", ""surah"": 4, ""ayah"": 43, ""word_index"": 19, ""surface_ar"": ""تَغْتَسِلُ"", ""root_ar"": ""غ س ل"", ""pos"": ""V""}, {""root_join_key"": ""غسل"", ""surah"": 5, ""ayah"": 6, ""word_index"": 8, ""surface_ar"": ""ٱغْسِلُ"", ""root_ar"": ""غ س ل"", ""pos"": ""V""}, {""root_join_key"": ""غسل"", ""surah"": 38, ""ayah"": 42, ""word_index"": 4, ""surface_ar"": ""مُغْتَسَلٌۢ"", ""root_ar"": ""غ س ل"", ""pos"": ""N""}, {""root_join_key"": ""غسل"", ""surah"": 69, ""ayah"": 36, ""word_index"": 5, ""surface_ar"": ""غِسْلِينٍ"", ""root_ar"": ""غ س ل"", ""pos"": ""N""}]"
نفل	ن ف ل	4	3	root_001538	1	root_001538:B003	"{""N"": 4}"	"[{""root_join_key"": ""نفل"", ""surah"": 8, ""ayah"": 1, ""word_index"": 3, ""surface_ar"": ""أَنفَالِ"", ""root_ar"": ""ن ف ل"", ""pos"": ""N""}, {""root_join_key"": ""نفل"", ""surah"": 8, ""ayah"": 1, ""word_index"": 5, ""surface_ar"": ""أَنفَالُ"", ""root_ar"": ""ن ف ل"", ""pos"": ""N""}, {""root_join_key"": ""نفل"", ""surah"": 17, ""ayah"": 79, ""word_index"": 5, ""surface_ar"": ""نَافِلَةً"", ""root_ar"": ""ن ف ل"", ""pos"": ""N""}, {""root_join_key"": ""نفل"", ""surah"": 21, ""ayah"": 72, ""word_index"": 5, ""surface_ar"": ""نَافِلَةً"", ""root_ar"": ""ن ف ل"", ""pos"": ""N""}]"
نقر	ن ق ر	4	2	root_001541	1	root_001541:B009	"{""N"": 3, ""V"": 1}"	"[{""root_join_key"": ""نقر"", ""surah"": 4, ""ayah"": 53, ""word_index"": 10, ""surface_ar"": ""نَقِيرًا"", ""root_ar"": ""ن ق ر"", ""pos"": ""N""}, {""root_join_key"": ""نقر"", ""surah"": 4, ""ayah"": 124, ""word_index"": 16, ""surface_ar"": ""نَقِيرًا"", ""root_ar"": ""ن ق ر"", ""pos"": ""N""}, {""root_join_key"": ""نقر"", ""surah"": 74, ""ayah"": 8, ""word_index"": 2, ""surface_ar"": ""نُقِرَ"", ""root_ar"": ""ن ق ر"", ""pos"": ""V""}, {""root_join_key"": ""نقر"", ""surah"": 74, ""ayah"": 8, ""word_index"": 4, ""surface_ar"": ""نَّاقُورِ"", ""root_ar"": ""ن ق ر"", ""pos"": ""N""}]"
وفق	و ف ق	4	3	root_001668	1	root_001668:B003	"{""N"": 2, ""ADJ"": 1, ""V"": 1}"	"[{""root_join_key"": ""وفق"", ""surah"": 4, ""ayah"": 35, ""word_index"": 15, ""surface_ar"": ""يُوَفِّقِ"", ""root_ar"": ""و ف ق"", ""pos"": ""V""}, {""root_join_key"": ""وفق"", ""surah"": 4, ""ayah"": 62, ""word_index"": 16, ""surface_ar"": ""تَوْفِيقًا"", ""root_ar"": ""و ف ق"", ""pos"": ""N""}, {""root_join_key"": ""وفق"", ""surah"": 11, ""ayah"": 88, ""word_index"": 29, ""surface_ar"": ""تَوْفِيقِ"", ""root_ar"": ""و ف ق"", ""pos"": ""N""}, {""root_join_key"": ""وفق"", ""surah"": 78, ""ayah"": 26, ""word_index"": 2, ""surface_ar"": ""وِفَاقًا"", ""root_ar"": ""و ف ق"", ""pos"": ""ADJ""}]"
جءر	ج ء ر	3	2	root_000213	1	root_000213:B002	"{""V"": 3}"	"[{""root_join_key"": ""جءر"", ""surah"": 16, ""ayah"": 53, ""word_index"": 12, ""surface_ar"": ""تَجْـَٔرُ"", ""root_ar"": ""ج ء ر"", ""pos"": ""V""}, {""root_join_key"": ""جءر"", ""surah"": 23, ""ayah"": 64, ""word_index"": 8, ""surface_ar"": ""يَجْـَٔرُ"", ""root_ar"": ""ج ء ر"", ""pos"": ""V""}, {""root_join_key"": ""جءر"", ""surah"": 23, ""ayah"": 65, ""word_index"": 2, ""surface_ar"": ""تَجْـَٔرُ"", ""root_ar"": ""ج ء ر"", ""pos"": ""V""}]"
حلق	ح ل ق	3	3	root_000350	1	root_000350:B014	"{""N"": 2, ""V"": 1}"	"[{""root_join_key"": ""حلق"", ""surah"": 2, ""ayah"": 196, ""word_index"": 12, ""surface_ar"": ""تَحْلِقُ"", ""root_ar"": ""ح ل ق"", ""pos"": ""V""}, {""root_join_key"": ""حلق"", ""surah"": 48, ""ayah"": 27, ""word_index"": 14, ""surface_ar"": ""مُحَلِّقِينَ"", ""root_ar"": ""ح ل ق"", ""pos"": ""N""}, {""root_join_key"": ""حلق"", ""surah"": 56, ""ayah"": 83, ""word_index"": 4, ""surface_ar"": ""حُلْقُومَ"", ""root_ar"": ""ح ل ق"", ""pos"": ""N""}]"
خبت	خ ب ت	3	2	root_000385	1	root_000385:B002	"{""V"": 2, ""N"": 1}"	"[{""root_join_key"": ""خبت"", ""surah"": 11, ""ayah"": 23, ""word_index"": 6, ""surface_ar"": ""أَخْبَتُ"", ""root_ar"": ""خ ب ت"", ""pos"": ""V""}, {""root_join_key"": ""خبت"", ""surah"": 22, ""ayah"": 34, ""word_index"": 20, ""surface_ar"": ""مُخْبِتِينَ"", ""root_ar"": ""خ ب ت"", ""pos"": ""N""}, {""root_join_key"": ""خبت"", ""surah"": 22, ""ayah"": 54, ""word_index"": 11, ""surface_ar"": ""تُخْبِتَ"", ""root_ar"": ""خ ب ت"", ""pos"": ""V""}]"
خذل	خ ذ ل	3	3	root_000398	1	root_000398:B001	"{""ADJ"": 1, ""N"": 1, ""V"": 1}"	"[{""root_join_key"": ""خذل"", ""surah"": 3, ""ayah"": 160, ""word_index"": 8, ""surface_ar"": ""يَخْذُلْ"", ""root_ar"": ""خ ذ ل"", ""pos"": ""V""}, {""root_join_key"": ""خذل"", ""surah"": 17, ""ayah"": 22, ""word_index"": 9, ""surface_ar"": ""مَّخْذُولًا"", ""root_ar"": ""خ ذ ل"", ""pos"": ""N""}, {""root_join_key"": ""خذل"", ""surah"": 25, ""ayah"": 29, ""word_index"": 11, ""surface_ar"": ""خَذُولًا"", ""root_ar"": ""خ ذ ل"", ""pos"": ""ADJ""}]"
خيط	خ ي ط	3	2	root_000453	1	root_000453:B002	"{""N"": 3}"	"[{""root_join_key"": ""خيط"", ""surah"": 2, ""ayah"": 187, ""word_index"": 36, ""surface_ar"": ""خَيْطُ"", ""root_ar"": ""خ ي ط"", ""pos"": ""N""}, {""root_join_key"": ""خيط"", ""surah"": 2, ""ayah"": 187, ""word_index"": 39, ""surface_ar"": ""خَيْطِ"", ""root_ar"": ""خ ي ط"", ""pos"": ""N""}, {""root_join_key"": ""خيط"", ""surah"": 7, ""ayah"": 40, ""word_index"": 20, ""surface_ar"": ""خِيَاطِ"", ""root_ar"": ""خ ي ط"", ""pos"": ""N""}]"
رهن	ر ه ن	3	3	root_000607	1	root_000607:B007	"{""N"": 3}"	"[{""root_join_key"": ""رهن"", ""surah"": 2, ""ayah"": 283, ""word_index"": 8, ""surface_ar"": ""رِهَٰنٌ"", ""root_ar"": ""ر ه ن"", ""pos"": ""N""}, {""root_join_key"": ""رهن"", ""surah"": 52, ""ayah"": 21, ""word_index"": 19, ""surface_ar"": ""رَهِينٌ"", ""root_ar"": ""ر ه ن"", ""pos"": ""N""}, {""root_join_key"": ""رهن"", ""surah"": 74, ""ayah"": 38, ""word_index"": 5, ""surface_ar"": ""رَهِينَةٌ"", ""root_ar"": ""ر ه ن"", ""pos"": ""N""}]"
زقم	ز ق م	3	3	root_000636	1	root_000636:B001	"{""PN"": 3}"	"[{""root_join_key"": ""زقم"", ""surah"": 37, ""ayah"": 62, ""word_index"": 6, ""surface_ar"": ""زَّقُّومِ"", ""root_ar"": ""ز ق م"", ""pos"": ""PN""}, {""root_join_key"": ""زقم"", ""surah"": 44, ""ayah"": 43, ""word_index"": 3, ""surface_ar"": ""زَّقُّومِ"", ""root_ar"": ""ز ق م"", ""pos"": ""PN""}, {""root_join_key"": ""زقم"", ""surah"": 56, ""ayah"": 52, ""word_index"": 5, ""surface_ar"": ""زَقُّومٍ"", ""root_ar"": ""ز ق م"", ""pos"": ""PN""}]"
سيح	س ي ح	3	2	root_000768	1	root_000768:B004	"{""ADJ"": 1, ""N"": 1, ""V"": 1}"	"[{""root_join_key"": ""سيح"", ""surah"": 9, ""ayah"": 2, ""word_index"": 1, ""surface_ar"": ""سِيحُ"", ""root_ar"": ""س ي ح"", ""pos"": ""V""}, {""root_join_key"": ""سيح"", ""surah"": 9, ""ayah"": 112, ""word_index"": 4, ""surface_ar"": ""سَّٰٓئِحُونَ"", ""root_ar"": ""س ي ح"", ""pos"": ""N""}, {""root_join_key"": ""سيح"", ""surah"": 66, ""ayah"": 5, ""word_index"": 15, ""surface_ar"": ""سَٰٓئِحَٰتٍ"", ""root_ar"": ""س ي ح"", ""pos"": ""ADJ""}]"
صبغ	ص ب غ	3	2	root_000842	1	root_000842:B003	"{""N"": 3}"	"[{""root_join_key"": ""صبغ"", ""surah"": 2, ""ayah"": 138, ""word_index"": 1, ""surface_ar"": ""صِبْغَةَ"", ""root_ar"": ""ص ب غ"", ""pos"": ""N""}, {""root_join_key"": ""صبغ"", ""surah"": 2, ""ayah"": 138, ""word_index"": 7, ""surface_ar"": ""صِبْغَةً"", ""root_ar"": ""ص ب غ"", ""pos"": ""N""}, {""root_join_key"": ""صبغ"", ""surah"": 23, ""ayah"": 20, ""word_index"": 8, ""surface_ar"": ""صِبْغٍ"", ""root_ar"": ""ص ب غ"", ""pos"": ""N""}]"
عرو	ع ر و	3	3	root_001004	2	root_001004:B003,root_001004:B006	"{""N"": 2, ""V"": 1}"	"[{""root_join_key"": ""عرو"", ""surah"": 2, ""ayah"": 256, ""word_index"": 17, ""surface_ar"": ""عُرْوَةِ"", ""root_ar"": ""ع ر و"", ""pos"": ""N""}, {""root_join_key"": ""عرو"", ""surah"": 11, ""ayah"": 54, ""word_index"": 4, ""surface_ar"": ""ٱعْتَرَىٰ"", ""root_ar"": ""ع ر و"", ""pos"": ""V""}, {""root_join_key"": ""عرو"", ""surah"": 31, ""ayah"": 22, ""word_index"": 10, ""surface_ar"": ""عُرْوَةِ"", ""root_ar"": ""ع ر و"", ""pos"": ""N""}]"
عري	ع ر ي	3	3	root_001005	2	root_001005:B005,root_001005:B006	"{""N"": 2, ""V"": 1}"	"[{""root_join_key"": ""عري"", ""surah"": 20, ""ayah"": 118, ""word_index"": 7, ""surface_ar"": ""تَعْرَىٰ"", ""root_ar"": ""ع ر ي"", ""pos"": ""V""}, {""root_join_key"": ""عري"", ""surah"": 37, ""ayah"": 145, ""word_index"": 2, ""surface_ar"": ""عَرَآءِ"", ""root_ar"": ""ع ر ي"", ""pos"": ""N""}, {""root_join_key"": ""عري"", ""surah"": 68, ""ayah"": 49, ""word_index"": 8, ""surface_ar"": ""عَرَآءِ"", ""root_ar"": ""ع ر ي"", ""pos"": ""N""}]"
